Epoch,Train Loss,Train Acc,Val Loss,Val Acc,Epoch Time (s)
1,2.1090451803427506,0.19312906220984216,1.9610342329313648,0.24615384615384617,226.67505311965942
2,1.9306315833052647,0.2546756864305611,2.0169934951974477,0.23819628647214855,225.67880725860596
3,1.9592657670811549,0.24353362514922403,2.1498825457747484,0.19363395225464192,226.02801728248596
4,1.7539000393209319,0.30202944687624356,1.637383326042236,0.37453580901856764,231.87051963806152
5,1.5165789919706598,0.39169651147367024,1.9998954194926457,0.25941644562334215,229.72453260421753
6,1.4650487979474507,0.4135827032762966,1.3397308609529894,0.47108753315649865,284.3580758571625
7,1.2360414217251778,0.532033426183844,1.1318803479880173,0.5803713527851458,252.29214906692505
8,1.0481442251166229,0.6243533625149223,0.9491335940930192,0.659946949602122,241.2575376033783
9,0.9489227518793094,0.6686563204669054,1.1304961754725529,0.5872679045092838,242.0336790084839
10,0.9163331615939067,0.6815227483751161,0.8078019739145942,0.7342175066312997,241.04011273384094
11,0.8554464409989851,0.7053985939779812,0.813920130084617,0.7453580901856764,250.68251180648804
12,0.7672910047851929,0.7398859265154529,0.7536482670579095,0.7623342175066313,241.24381756782532
13,0.7309787240675423,0.76283326701154,0.7556638097573338,0.7538461538461538,241.113431930542
14,0.6774928225479829,0.7763629128531635,0.6403532706457993,0.7978779840848806,240.68237805366516
15,0.6506070846911371,0.787372330547818,0.6837570944578641,0.7931034482758621,241.14270067214966
16,0.6443145081414707,0.7908210638015652,1.5395832694810012,0.5384615384615384,243.7537293434143
17,0.7109518056207412,0.7669452181987001,0.7062274005115823,0.7697612732095491,252.690274477005
18,0.6172987664310381,0.7998408276959809,0.7736297874298905,0.746419098143236,241.10911536216736
19,0.6459020870183187,0.7883008356545961,0.6242954946955572,0.8026525198938992,242.91156387329102
20,0.728497039941281,0.7630985541849051,0.6459985191056836,0.789920424403183,241.48970198631287
21,0.6111433579737034,0.7986470354158376,0.6190940697250062,0.8116710875331565,252.23849320411682
22,0.5759013061269491,0.8087279480037141,0.5545636107655988,0.8312997347480106,242.31083703041077
23,0.569815692099609,0.8145642658177477,0.5947249912772951,0.8164456233421751,241.69932770729065
24,0.5649500619449608,0.8184109298315426,0.5354514220349036,0.846684350132626,251.04825377464294
25,0.539652340504484,0.827563337312641,0.5061263734529126,0.8493368700265252,241.32530236244202
26,0.5365307618360974,0.8290224167661494,0.5538799703595493,0.846684350132626,242.32308721542358
27,0.5080274595460361,0.8381748242472477,0.5542791026024351,0.8222811671087533,241.39880514144897
28,0.5031956962184638,0.8413582703276297,0.5535217380650164,0.830238726790451,252.1092927455902
29,0.4849762798644358,0.8400318344608039,0.5224300375035335,0.8328912466843501,241.9485788345337
30,0.48175195541807503,0.8432152805411859,0.49184860398978075,0.8482758620689655,242.9690420627594
31,0.42476445160156884,0.8620506698501127,0.4451712885965403,0.8604774535809019,241.21730995178223
32,0.411408676734605,0.8660299774505903,0.4571914764551016,0.8625994694960212,252.9988980293274
33,0.40635711040052813,0.8738559490648627,0.4373599831874554,0.8758620689655172,241.01918697357178
34,0.4001815703103675,0.8721315824379892,0.43647517193533697,0.8732095490716181,241.1485631465912
35,0.39734394850916216,0.8722642260246717,0.43751818071309706,0.8663129973474801,241.55905675888062
36,0.40643200705610866,0.8698766414643851,0.45598927692013647,0.8647214854111406,253.26149797439575
37,0.41446230125207456,0.8694787107043375,0.4476804392249262,0.8588859416445623,241.2319631576538
38,0.4127042375772792,0.8643056108237167,0.4369445085525513,0.870026525198939,241.18664526939392
39,0.3962125796323146,0.8733253747181324,0.4309938123118656,0.8705570291777188,252.8039095401764
40,0.39902491245524035,0.8706725029844807,0.43842205601282397,0.8647214854111406,240.95919632911682
41,0.3867801500815171,0.8731927311314498,0.42724456154699353,0.8684350132625994,261.5286648273468
42,0.3860512919598477,0.8761108900384666,0.4258809351478395,0.8737400530503979,515.9484667778015
43,0.3876732987254,0.8778352566653402,0.4218957680289878,0.8710875331564987,907.0062837600708
44,0.38396464182884943,0.8749170977583234,0.42315872834911394,0.8710875331564987,859.0445988178253
45,0.3844076197973406,0.8741212362382279,0.4233035743868952,0.870026525198939,582.6087396144867
46,0.38665641515573435,0.8758456028651015,0.4215860738362178,0.8737400530503979,748.934003829956
47,0.37944281871288144,0.8810187027457222,0.427166013882078,0.8732095490716181,241.61530232429504
48,0.3816713401322609,0.8775699694919751,0.4240832965158974,0.870026525198939,267.858519077301
49,0.3788681195591533,0.8787637617721183,0.4209775155988233,0.8769230769230769,263.97614789009094
50,0.3775105333297413,0.8771720387319273,0.4198662865699444,0.8748010610079575,263.392539024353
